OrderID,RetuenClean
122983,Damaged
29339,Damaged
49441,
107620,Changed Mind
141274,
76163,Wrong Item
90100,Changed Mind
20763,
37723,
18833,Damaged
145168,Wrong Item
88184,Changed Mind
49255,
145971,Wrong Item
146403,Wrong Item
140449,Changed Mind
10705,Damaged
21903,
113137,
25402,Late Delivery
29711,Late Delivery
64647,Late Delivery
148223,
134039,Changed Mind
39973,Late Delivery
15432,Damaged
117835,Wrong Item
96852,Changed Mind
139060,
128258,Changed Mind
52555,Changed Mind
58440,Wrong Item
103661,Damaged
141246,
90733,Changed Mind
112300,Damaged
12458,Changed Mind
80004,Damaged
94245,Late Delivery
29107,Changed Mind
37595,
44490,
98024,Late Delivery
55439,Wrong Item
50642,
142094,
75878,Wrong Item
149088,Wrong Item
24501,Changed Mind
112573,
129825,Late Delivery
122155,Changed Mind
9200,Wrong Item
134657,Late Delivery
94669,
31904,Damaged
64106,Changed Mind
96953,Changed Mind
117730,
132178,Late Delivery
22510,Wrong Item
35889,Damaged
24254,Changed Mind
96387,Late Delivery
73596,Changed Mind
145268,
103345,Wrong Item
105745,
129163,
46967,Late Delivery
86109,Changed Mind
50892,Damaged
78715,Late Delivery
78134,Wrong Item
68374,Late Delivery
76716,Wrong Item
57665,Changed Mind
81049,
92397,Changed Mind
55722,
1390,Wrong Item
76658,Wrong Item
146787,
54516,Wrong Item
72960,Changed Mind
67142,Wrong Item
145088,Damaged
74586,Changed Mind
142446,
36233,Damaged
2714,Wrong Item
60477,Damaged
140733,Wrong Item
34437,Changed Mind
33221,Damaged
62747,Damaged
123875,Damaged
77902,Late Delivery
88959,Wrong Item
75562,Damaged
75930,Damaged
106530,Changed Mind
74093,Wrong Item
23775,Late Delivery
42804,Late Delivery
128736,Damaged
142463,Late Delivery
7357,Damaged
103380,Late Delivery
140553,Changed Mind
100934,Damaged
122979,Wrong Item
126648,Damaged
3848,Damaged
116664,Changed Mind
59312,Late Delivery
93417,Changed Mind
91371,Late Delivery
85878,
147694,Wrong Item
149128,Changed Mind
146457,
85697,Changed Mind
41049,
123872,Changed Mind
133360,
132499,Late Delivery
123635,Changed Mind
84667,Changed Mind
115467,Late Delivery
39263,Damaged
106772,Wrong Item
149941,Wrong Item
36464,
17400,
109489,Wrong Item
97942,Late Delivery
26794,
139548,Changed Mind
35089,Damaged
17925,Wrong Item
112589,Late Delivery
25833,
144926,Changed Mind
85509,Late Delivery
109451,Wrong Item
17233,Damaged
82143,Changed Mind
123380,Late Delivery
13243,Changed Mind
25122,Wrong Item
50125,Wrong Item
86939,Late Delivery
24013,Wrong Item
36941,Wrong Item
40780,Changed Mind
147043,Damaged
62462,Wrong Item
122638,Changed Mind
42272,
145983,Wrong Item
66683,Wrong Item
83886,Changed Mind
145665,Late Delivery
124822,Late Delivery
131748,Wrong Item
79591,Wrong Item
74952,Damaged
113083,Changed Mind
76607,Changed Mind
98685,Late Delivery
84727,
114946,Damaged
46630,Changed Mind
121539,Wrong Item
143059,Changed Mind
40154,Damaged
133650,Damaged
65259,Damaged
126771,Wrong Item
24922,Changed Mind
129404,Late Delivery
4662,Wrong Item
63161,Damaged
77426,Damaged
45417,Late Delivery
81175,Wrong Item
102441,Damaged
75452,Damaged
19542,Damaged
93397,Changed Mind
134149,Wrong Item
39078,Late Delivery
74324,Damaged
89457,Late Delivery
25656,Damaged
43290,Changed Mind
139209,Wrong Item
68343,Late Delivery
137922,Wrong Item
116028,Late Delivery
2179,Damaged
56199,Late Delivery
135575,Damaged
46866,
31653,Late Delivery
96122,Changed Mind
52478,Damaged
81138,Damaged
69922,Late Delivery
19747,
130616,
63033,Late Delivery
72447,Changed Mind
21169,Late Delivery
69230,Late Delivery
67653,Damaged
50516,
148568,Wrong Item
132751,Late Delivery
93981,Wrong Item
139761,Late Delivery
133400,Wrong Item
133301,Changed Mind
141870,Changed Mind
135074,
145832,Wrong Item
32028,Changed Mind
134345,Changed Mind
44312,Late Delivery
106968,
138091,
5323,Damaged
127154,Changed Mind
67606,Late Delivery
50852,Late Delivery
130489,Changed Mind
24068,Wrong Item
138246,Late Delivery
16976,Damaged
126461,
26216,Damaged
3925,
127375,Damaged
13250,Late Delivery
125810,Wrong Item
52580,
102674,Damaged
29948,Changed Mind
54727,Damaged
107687,
72887,
86878,
134305,Damaged
93848,Changed Mind
44055,Changed Mind
134570,Damaged
54296,Wrong Item
127743,Damaged
33943,Damaged
88668,Changed Mind
68026,Damaged
403,Wrong Item
77797,Changed Mind
45373,Wrong Item
114670,
146103,
18388,Changed Mind
90026,Damaged
5643,Wrong Item
79068,Damaged
81794,Changed Mind
90662,
133811,Late Delivery
109113,Changed Mind
85405,Damaged
978,Wrong Item
148437,
56227,Late Delivery
68667,Changed Mind
142084,Changed Mind
68405,
131511,Late Delivery
47144,Late Delivery
42488,Wrong Item
81155,Late Delivery
17110,Damaged
128353,Changed Mind
90052,Damaged
14443,
31718,Changed Mind
149503,Damaged
28643,Changed Mind
31258,Damaged
95810,Damaged
125102,Damaged
18753,
98196,Wrong Item
54435,Damaged
76312,Changed Mind
118730,Damaged
50835,Changed Mind
55769,Wrong Item
67901,Changed Mind
67080,Late Delivery
149092,Damaged
46634,Late Delivery
43286,Changed Mind
144551,Wrong Item
81020,Late Delivery
961,Late Delivery
100484,Wrong Item
10171,Wrong Item
140579,
89704,Changed Mind
25013,Late Delivery
85746,Wrong Item
102940,Late Delivery
45483,Changed Mind
99648,Late Delivery
15742,Wrong Item
39364,Changed Mind
104105,Changed Mind
34581,Changed Mind
100452,Late Delivery
129260,
27416,Damaged
99055,
96294,Changed Mind
44806,Late Delivery
16769,
94570,
1587,Changed Mind
126388,Wrong Item
134317,
142817,
142296,Changed Mind
40179,Changed Mind
72991,Changed Mind
7885,
17440,Late Delivery
75255,Wrong Item
23731,Damaged
45953,
15938,Late Delivery
129729,Changed Mind
92095,Changed Mind
96010,Damaged
25318,Changed Mind
40462,
147400,Wrong Item
101812,
127615,Damaged
60932,
105432,
99581,Wrong Item
126499,Changed Mind
86737,Wrong Item
430,Changed Mind
42160,
73803,Wrong Item
41755,Damaged
94283,Late Delivery
38835,Late Delivery
116304,Damaged
32511,Changed Mind
43845,Damaged
147927,Late Delivery
122635,Damaged
47248,Late Delivery
25735,
125854,Damaged
66842,Damaged
42983,Damaged
84301,Wrong Item
128200,Late Delivery
130552,
117564,Late Delivery
56702,Late Delivery
70023,Damaged
75963,Late Delivery
94264,Changed Mind
81650,
42048,Changed Mind
131894,
130136,
27969,Damaged
80112,Wrong Item
82694,Damaged
77501,Changed Mind
102408,Changed Mind
99145,
76536,Late Delivery
115046,Wrong Item
59042,Wrong Item
137443,Wrong Item
21918,Damaged
128646,Damaged
67564,Damaged
112395,Late Delivery
105193,Damaged
60782,Late Delivery
140999,Damaged
80019,Changed Mind
66561,Damaged
98431,Late Delivery
24544,Late Delivery
51313,Changed Mind
141205,Changed Mind
109450,Wrong Item
17425,Wrong Item
86114,Wrong Item
36665,Damaged
117603,Changed Mind
121059,Changed Mind
76342,
66692,Damaged
17991,Changed Mind
87290,
147876,Wrong Item
123209,
115468,Changed Mind
74487,
142278,
10097,Wrong Item
21024,
117431,Wrong Item
139275,
42707,Damaged
116522,Damaged
129143,
12002,Wrong Item
111071,Damaged
114801,Wrong Item
33841,Changed Mind
31190,Changed Mind
93490,
78492,Changed Mind
113818,
17786,Wrong Item
59066,Damaged
34850,Changed Mind
104910,Late Delivery
128417,Changed Mind
9566,
136890,Changed Mind
8308,Damaged
143664,Wrong Item
83018,Late Delivery
13000,Late Delivery
2659,Wrong Item
132909,
69002,
62469,Damaged
105697,
5270,Late Delivery
89820,Wrong Item
16507,Late Delivery
86258,Wrong Item
131312,
18532,Wrong Item
123432,Late Delivery
148692,
66977,Late Delivery
51019,
88949,Changed Mind
19704,Wrong Item
30253,Changed Mind
48576,
46401,Changed Mind
44827,Damaged
130982,Changed Mind
64316,Late Delivery
144604,Changed Mind
9593,Damaged
31429,Changed Mind
51044,
59264,Damaged
64910,Changed Mind
134913,Damaged
140571,Damaged
114227,
92670,Late Delivery
7442,Changed Mind
121315,Late Delivery
136518,Late Delivery
126894,Late Delivery
114201,Damaged
122863,Changed Mind
66961,Wrong Item
119205,Wrong Item
115998,
97975,Late Delivery
115609,
106455,
102824,
143410,Changed Mind
74128,Late Delivery
86151,Damaged
117346,Changed Mind
103465,Late Delivery
55002,Damaged
140911,Damaged
79409,Changed Mind
28385,Wrong Item
117102,Damaged
48069,
50780,
4255,Late Delivery
107627,Damaged
99301,Changed Mind
119206,Changed Mind
84044,
10599,Wrong Item
4412,Late Delivery
84182,
8567,Late Delivery
127776,Damaged
145203,Damaged
74465,
85082,Changed Mind
20313,Changed Mind
110548,Late Delivery
129055,Changed Mind
131146,
140707,Changed Mind
129368,Late Delivery
18662,Wrong Item
20769,Wrong Item
94090,Wrong Item
13634,Late Delivery
46684,Wrong Item
102679,Late Delivery
54367,Wrong Item
39372,Late Delivery
29270,Late Delivery
47439,
15039,Damaged
126294,Damaged
111742,Late Delivery
41053,Wrong Item
142335,
46954,Damaged
5,Damaged
149556,Late Delivery
8290,Changed Mind
29912,Wrong Item
85502,Late Delivery
36659,Late Delivery
89210,Changed Mind
121065,Late Delivery
81791,Wrong Item
113416,Damaged
46213,
108869,Changed Mind
136181,Late Delivery
57976,Changed Mind
134506,Late Delivery
138595,Late Delivery
128489,Changed Mind
129436,Damaged
139700,
28459,Damaged
118650,Changed Mind
149540,Damaged
33623,Changed Mind
142300,Changed Mind
45158,Wrong Item
92923,Damaged
1568,
141345,Damaged
139940,Late Delivery
39255,
90553,Wrong Item
34001,Damaged
128632,Late Delivery
74014,Late Delivery
96392,Damaged
143026,Damaged
52657,
98670,
148366,Wrong Item
114459,
141164,
66218,Damaged
60539,Damaged
89455,Wrong Item
113917,Wrong Item
6993,Damaged
66781,Wrong Item
48048,Damaged
89713,Damaged
48085,
33297,
5330,Damaged
98570,
36979,Late Delivery
108708,
90254,Damaged
67752,Wrong Item
58551,Changed Mind
117053,Changed Mind
99200,Late Delivery
103514,Late Delivery
35812,Wrong Item
104875,Wrong Item
80577,
82424,
141240,Wrong Item
93109,Damaged
20618,Damaged
63882,Wrong Item
130566,
88779,
31533,Changed Mind
56184,
127656,Late Delivery
13722,Wrong Item
40738,
28538,Changed Mind
92916,Damaged
119645,Wrong Item
4574,Late Delivery
94502,Damaged
11479,Changed Mind
15035,Late Delivery
115364,Wrong Item
63373,
69469,Late Delivery
114528,Changed Mind
146964,Late Delivery
117518,Late Delivery
19586,Wrong Item
133079,Wrong Item
115363,Damaged
131096,Damaged
110786,
24242,
143880,Damaged
77016,Wrong Item
52364,Wrong Item
80333,
134948,
44375,
19794,Changed Mind
130696,Late Delivery
6752,Changed Mind
146806,Wrong Item
116316,Changed Mind
107117,
146579,Late Delivery
91024,Damaged
138479,Late Delivery
110196,
66415,Late Delivery
19454,Damaged
84035,Late Delivery
55469,Late Delivery
59399,
97338,Damaged
18825,Damaged
46230,Changed Mind
81052,Damaged
45525,
126471,Late Delivery
111605,Changed Mind
79396,
59340,Wrong Item
120237,Wrong Item
97543,Late Delivery
7194,Changed Mind
35537,Wrong Item
142234,
85706,
31959,Late Delivery
113049,Late Delivery
99644,
71194,Damaged
6390,
142880,Wrong Item
131469,Damaged
35832,Late Delivery
38406,
92130,Damaged
69936,Late Delivery
20902,Wrong Item
100762,
53563,Wrong Item
83154,Damaged
87364,Damaged
142744,Wrong Item
81760,Damaged
81214,Late Delivery
131272,Wrong Item
100109,Late Delivery
99339,Late Delivery
89971,Changed Mind
14755,Wrong Item
91168,Wrong Item
94611,Changed Mind
11806,Damaged
88463,Changed Mind
106478,Wrong Item
53608,Changed Mind
116443,Wrong Item
80714,Wrong Item
30065,
32889,
139043,
46025,Changed Mind
9295,
136694,
49338,Damaged
107665,Damaged
26668,
72238,
21824,
13414,
73650,Late Delivery
26205,Wrong Item
61261,
42385,Changed Mind
119337,Wrong Item
72235,Changed Mind
85735,Changed Mind
52058,
84490,Damaged
135299,Late Delivery
55661,Changed Mind
27756,
73078,Wrong Item
16219,Wrong Item
108269,Late Delivery
44100,Changed Mind
117536,Changed Mind
8625,Late Delivery
58079,Late Delivery
76800,Changed Mind
14723,Late Delivery
28628,Damaged
86772,Changed Mind
98257,Changed Mind
106606,Damaged
106728,Wrong Item
127576,Late Delivery
40098,Late Delivery
55427,Wrong Item
142908,Damaged
43852,Late Delivery
21255,Damaged
36663,Late Delivery
50617,Damaged
103025,Damaged
46535,Wrong Item
141320,Wrong Item
80398,
22848,Changed Mind
20861,
112728,Wrong Item
128360,Wrong Item
36901,Changed Mind
50108,
67248,
50596,Wrong Item
127060,Late Delivery
56634,Damaged
11873,Damaged
133115,Damaged
59604,Late Delivery
137597,
59117,Late Delivery
29482,
16560,Changed Mind
89942,Wrong Item
72983,Damaged
70821,Late Delivery
13536,Changed Mind
82107,Wrong Item
22172,Late Delivery
124372,Changed Mind
70906,Damaged
25238,
97982,Wrong Item
143040,Late Delivery
78710,Wrong Item
84947,Damaged
81653,Wrong Item
14722,Damaged
46959,Damaged
43309,Wrong Item
25693,Wrong Item
24366,Wrong Item
134033,Late Delivery
28740,Changed Mind
108619,Late Delivery
95141,Late Delivery
22062,Late Delivery
16478,Late Delivery
44079,Changed Mind
28342,Late Delivery
16058,Late Delivery
59754,Wrong Item
59543,Changed Mind
66736,Wrong Item
48244,Changed Mind
125895,Wrong Item
10321,Late Delivery
130275,Wrong Item
90237,Wrong Item
108034,
144206,Wrong Item
69640,Late Delivery
59657,Changed Mind
7854,Wrong Item
55935,Damaged
82091,Wrong Item
23807,Wrong Item
139019,Damaged
106096,Changed Mind
114437,Late Delivery
145518,Wrong Item
107788,Damaged
91161,Damaged
39590,Wrong Item
3482,Changed Mind
105437,Changed Mind
128903,Damaged
125246,Changed Mind
106227,Changed Mind
97248,Damaged
118299,Wrong Item
18329,Changed Mind
31528,Late Delivery
93663,
19144,Wrong Item
56522,Wrong Item
126865,Wrong Item
72054,Wrong Item
5807,Damaged
72628,Wrong Item
109106,Wrong Item
4415,Changed Mind
45560,
600,Changed Mind
9029,Late Delivery
136214,Damaged
12884,
35232,Late Delivery
131836,Wrong Item
87092,Damaged
8286,Changed Mind
54262,Wrong Item
81232,Changed Mind
123831,Wrong Item
123954,
11231,Damaged
128872,Late Delivery
57762,Damaged
139662,Damaged
79898,
93983,Changed Mind
95523,Damaged
30736,
137463,
126789,Late Delivery
133654,Changed Mind
127969,
26312,Damaged
95272,Wrong Item
74433,Late Delivery
44275,Late Delivery
51410,Late Delivery
14030,Late Delivery
144042,
37169,Damaged
110890,Wrong Item
12255,Wrong Item
131620,Wrong Item
63856,Damaged
72867,Changed Mind
22585,Damaged
68944,Changed Mind
116749,
65964,Wrong Item
23574,Damaged
59468,Wrong Item
125245,Late Delivery
130092,Late Delivery
128588,Late Delivery
84046,Changed Mind
148635,Changed Mind
43102,Changed Mind
132365,
120391,Changed Mind
35804,Wrong Item
136574,Damaged
8120,Changed Mind
76087,Damaged
76025,Changed Mind
33187,
10155,Changed Mind
136129,Damaged
68139,Damaged
65894,Late Delivery
52604,Wrong Item
67358,Wrong Item
113852,Changed Mind
124089,Late Delivery
33792,Late Delivery
102233,Damaged
124554,Damaged
53370,Late Delivery
25351,Damaged
119865,Changed Mind
53041,Wrong Item
55786,Late Delivery
106924,Damaged
51745,Changed Mind
63672,Changed Mind
105807,Late Delivery
1984,Changed Mind
146869,
139916,Damaged
85469,Wrong Item
37119,Wrong Item
90854,Wrong Item
53094,
122024,Late Delivery
60159,Damaged
135367,Damaged
6162,
113099,
146554,
128205,Wrong Item
12634,Wrong Item
50592,Changed Mind
120692,
68280,
48822,Wrong Item
145655,Late Delivery
65585,Changed Mind
9133,Late Delivery
123074,Changed Mind
24540,Late Delivery
92587,
76125,
17381,Wrong Item
113145,Late Delivery
41488,Wrong Item
114434,
43328,
71701,Wrong Item
45349,Wrong Item
145255,Damaged
56136,Wrong Item
79279,Changed Mind
838,
85900,
7539,Late Delivery
115115,Damaged
141741,Changed Mind
53227,Damaged
139069,Changed Mind
96867,Damaged
129253,Late Delivery
102178,Changed Mind
40250,Damaged
129752,Wrong Item
94529,Damaged
137639,
102064,Damaged
129200,
65991,Changed Mind
129618,Damaged
128275,Late Delivery
65890,Damaged
97595,Damaged
145739,Damaged
134011,Changed Mind
64206,Wrong Item
137098,
88018,Changed Mind
1019,Late Delivery
92812,Damaged
143360,Wrong Item
50076,Damaged
68334,
75508,Damaged
149564,Changed Mind
85076,Late Delivery
92516,
119814,Changed Mind
64136,Damaged
106759,Changed Mind
62183,Changed Mind
109581,Damaged
122795,Late Delivery
62581,Changed Mind
69216,Late Delivery
112405,
91877,Damaged
136525,
147334,Late Delivery
104812,
106014,Damaged
77578,Late Delivery
124929,Damaged
146789,Damaged
36036,
80298,Damaged
45036,Late Delivery
3901,Damaged
87634,Damaged
132750,Changed Mind
84916,Wrong Item
139974,Changed Mind
48404,Changed Mind
28814,Damaged
107590,
101125,Damaged
9687,Wrong Item
26522,Damaged
144555,Damaged
56603,
124736,
46496,Damaged
26739,
23924,Wrong Item
33494,Changed Mind
103011,Late Delivery
79012,Wrong Item
133202,Changed Mind
42472,Changed Mind
56521,Wrong Item
121707,Damaged
103429,Late Delivery
115118,Changed Mind
103616,
26449,Changed Mind
84531,Damaged
13569,Damaged
89530,Changed Mind
28440,Damaged
24511,Late Delivery
93412,
114027,Changed Mind
111228,
138432,Late Delivery
43434,
100071,
16548,
85521,Damaged
59004,Damaged
135710,Damaged
44310,Damaged
142677,Damaged
53204,Changed Mind
58737,Damaged
78637,Changed Mind
94522,Changed Mind
64021,Damaged
127910,Wrong Item
66936,
115547,
706,Damaged
36241,Damaged
120327,Damaged
26496,Late Delivery
138235,Wrong Item
32449,Late Delivery
57695,Changed Mind
60198,Damaged
92625,Wrong Item
58945,Wrong Item
123890,Wrong Item
16129,Late Delivery
66964,Changed Mind
14965,Damaged
121207,Wrong Item
22370,Damaged
109058,Damaged
8689,Damaged
82159,Damaged
9551,Wrong Item
112800,Wrong Item
86647,Wrong Item
97741,Wrong Item
139410,Late Delivery
124078,Late Delivery
50603,Damaged
50993,
135067,Damaged
84583,Damaged
133414,Wrong Item
9104,
92249,Late Delivery
138342,
26805,Damaged
48080,Changed Mind
16698,Damaged
38961,Damaged
23745,Wrong Item
29319,Late Delivery
24895,Damaged
71531,Late Delivery
38141,Wrong Item
94993,Changed Mind
265,Damaged
9929,Damaged
137484,Changed Mind
1332,Wrong Item
128376,Changed Mind
55796,
145841,Damaged
87181,Damaged
39262,Changed Mind
64068,Changed Mind
91064,Wrong Item
125278,
172,Damaged
15920,Damaged
98560,
79327,Damaged
148774,Wrong Item
5427,
105981,
102449,Late Delivery
68519,Changed Mind
73871,Damaged
50244,Damaged
99638,Late Delivery
6311,Changed Mind
93524,
13372,Damaged
51418,
72022,Late Delivery
92402,
99479,Damaged
82960,Damaged
48742,Wrong Item
56198,Late Delivery
42773,Wrong Item
108811,Wrong Item
143473,Changed Mind
20796,Late Delivery
79704,Damaged
9487,
19253,Changed Mind
96728,
30443,Damaged
97339,Wrong Item
91714,Damaged
109813,Late Delivery
70239,Damaged
55438,Late Delivery
68852,Damaged
108645,
75181,Changed Mind
48038,Damaged
107877,Late Delivery
74554,Wrong Item
35693,Damaged
3612,Damaged
96056,Late Delivery
74687,
65483,Damaged
27225,Damaged
140850,Late Delivery
117142,
67086,Damaged
68773,Wrong Item
112131,
69431,
122997,Damaged
71713,Changed Mind
114430,Wrong Item
136157,Late Delivery
65643,
61417,Damaged
65784,Changed Mind
141686,Changed Mind
60304,
98859,Late Delivery
46693,Changed Mind
118668,Late Delivery
24670,
48728,Late Delivery
20124,Changed Mind
138568,Damaged
103694,Changed Mind
90036,
142113,Late Delivery
16796,Wrong Item
83508,Wrong Item
21181,Changed Mind
62729,Damaged
13169,Late Delivery
16776,Late Delivery
12785,Wrong Item
137360,Late Delivery
23976,
83283,Wrong Item
44305,Changed Mind
100640,Damaged
56948,
84376,Damaged
118542,
48863,Changed Mind
141601,Wrong Item
139841,Late Delivery
4039,Wrong Item
53581,
138509,
106035,Changed Mind
11838,Late Delivery
137664,Changed Mind
84836,Damaged
15954,
82778,Wrong Item
50292,Damaged
40840,Changed Mind
77560,Damaged
31035,
112396,Late Delivery
23315,Damaged
36204,Late Delivery
122930,Changed Mind
5535,Changed Mind
133249,
81528,Damaged
73697,Wrong Item
129459,Damaged
16545,Wrong Item
71254,Wrong Item
93706,
83279,Wrong Item
59177,Damaged
79010,Wrong Item
35114,Damaged
95110,Damaged
121081,Wrong Item
5773,
116317,Changed Mind
64048,Late Delivery
72592,Wrong Item
77924,Changed Mind
145327,
105014,Damaged
48242,
16986,Damaged
67186,Late Delivery
54013,Damaged
146848,Changed Mind
47887,Wrong Item
148930,
128020,Late Delivery
30994,Damaged
94461,
22151,Changed Mind
140803,
147931,Damaged
22025,Late Delivery
129508,
130266,Damaged
25651,Changed Mind
9152,Late Delivery
83863,Wrong Item
58875,Changed Mind
93201,Late Delivery
128819,Wrong Item
71094,Changed Mind
58333,Damaged
4706,
149139,Changed Mind
89418,Damaged
28360,
69133,
80126,Wrong Item
27076,Changed Mind
26614,Late Delivery
89156,Damaged
43406,Wrong Item
31684,
58921,Damaged
6643,Late Delivery
19812,
30975,Wrong Item
55611,Damaged
94627,
13729,Damaged
67001,Late Delivery
30317,Damaged
133408,Wrong Item
55609,
104497,Changed Mind
6756,Changed Mind
112986,Changed Mind
109198,Damaged
18963,Changed Mind
128092,
54085,Late Delivery
12084,
60020,Late Delivery
75986,Damaged
52856,
138597,Changed Mind
59426,Damaged
102537,Changed Mind
57959,Late Delivery
129857,Damaged
120546,
33980,Wrong Item
31640,Late Delivery
92419,Wrong Item
61538,Wrong Item
72101,Changed Mind
143684,Damaged
81975,Late Delivery
1371,
5806,Late Delivery
253,Damaged
78339,Changed Mind
40039,Changed Mind
132454,Changed Mind
105450,Changed Mind
96863,Late Delivery
104096,Changed Mind
141049,Changed Mind
120176,Late Delivery
100266,Changed Mind
52269,
84177,Late Delivery
140524,
135446,Wrong Item
65769,Late Delivery
106543,Damaged
51237,Damaged
45212,Changed Mind
25618,Wrong Item
104112,Late Delivery
117279,Wrong Item
16912,Changed Mind
19032,
123769,Wrong Item
10277,Changed Mind
104138,
137640,Changed Mind
24936,Wrong Item
41579,Late Delivery
78121,Wrong Item
119802,Late Delivery
406,Wrong Item
82474,Late Delivery
132457,Wrong Item
82862,
43069,Wrong Item
31951,Changed Mind
16215,Wrong Item
141639,
32902,Damaged
134611,Changed Mind
41745,Wrong Item
85893,Wrong Item
34893,Changed Mind
129239,Wrong Item
57561,Changed Mind
114809,Late Delivery
27587,
114793,
102069,Wrong Item
59970,Damaged
134934,Late Delivery
140152,Changed Mind
112284,Changed Mind
96337,Wrong Item
32146,Wrong Item
49628,Damaged
107752,Late Delivery
114725,Wrong Item
1488,Wrong Item
40190,
6942,Late Delivery
63065,Wrong Item
87213,Late Delivery
137344,Changed Mind
136331,Changed Mind
94722,
82664,Changed Mind
143330,Wrong Item
24081,
45638,Wrong Item
79926,Late Delivery
81325,Damaged
4776,Changed Mind
29615,
128884,Wrong Item
53649,
140272,Changed Mind
48025,Wrong Item
54817,Wrong Item
24232,Wrong Item
35536,Damaged
100714,
68385,Late Delivery
60395,Damaged
12459,Damaged
95139,Damaged
84816,Damaged
16363,Changed Mind
65810,Wrong Item
106067,Wrong Item
93588,Changed Mind
80736,
81596,Wrong Item
115964,Late Delivery
130690,Wrong Item
99699,
115226,
40010,Late Delivery
4864,Changed Mind
112793,Changed Mind
108530,Changed Mind
121042,Late Delivery
8279,Damaged
90707,Wrong Item
20198,Damaged
107370,
34914,
66323,Changed Mind
33978,Changed Mind
40881,
49811,Late Delivery
135909,Damaged
19735,Damaged
47652,Damaged
129487,Damaged
93733,Wrong Item
124135,Changed Mind
13470,Wrong Item
51888,Wrong Item
131735,Late Delivery
9988,Damaged
127023,Changed Mind
68736,Damaged
135993,
68415,Wrong Item
106274,Damaged
112965,Wrong Item
52408,
3944,Changed Mind
138005,Damaged
101733,Late Delivery
115296,Late Delivery
20016,
112702,Late Delivery
71339,
21938,
30363,Wrong Item
131453,Late Delivery
48754,Wrong Item
100439,Late Delivery
119675,Late Delivery
55322,Damaged
103527,Wrong Item
68887,
58780,Changed Mind
51460,Wrong Item
125120,Changed Mind
70708,Wrong Item
37585,
142192,Wrong Item
102987,Damaged
54705,Damaged
30655,Changed Mind
32836,Damaged
40443,Damaged
62630,Late Delivery
47084,Wrong Item
130291,
50840,Damaged
12024,Changed Mind
122835,Damaged
123548,
17541,Wrong Item
54728,Damaged
45869,
54529,
99583,
20438,Damaged
58972,Late Delivery
35529,Late Delivery
115339,
41268,
107549,Changed Mind
75718,Changed Mind
1703,
21523,Damaged
62865,
35420,
3830,Wrong Item
115037,Wrong Item
68899,Late Delivery
4815,
58927,Damaged
49931,Changed Mind
67030,Changed Mind
73401,Wrong Item
19744,
2907,
94036,Late Delivery
128628,Wrong Item
92523,Damaged
83373,
149322,Wrong Item
133503,Damaged
137867,
66612,Damaged
20197,Wrong Item
20250,Damaged
145831,Damaged
25820,Late Delivery
58124,Changed Mind
100621,
72392,Changed Mind
75183,Changed Mind
132665,
6008,Damaged
109137,Changed Mind
96656,Wrong Item
37988,Changed Mind
89301,Late Delivery
138918,Wrong Item
54478,Damaged
73773,Wrong Item
71217,
3524,Late Delivery
55458,
9986,
63730,Late Delivery
96639,Wrong Item
65462,Changed Mind
118130,Wrong Item
119096,Wrong Item
63594,Late Delivery
80017,
57759,Wrong Item
127120,
15957,Changed Mind
25189,
12121,
81179,Damaged
25100,
3191,
149401,Wrong Item
131772,
30636,
232,Late Delivery
96154,Damaged
92115,Wrong Item
94690,Wrong Item
7945,Late Delivery
148666,Wrong Item
118024,
16337,Damaged
5379,Damaged
129359,Damaged
114304,Changed Mind
118872,Damaged
129914,Damaged
11477,Changed Mind
10357,Wrong Item
36142,Damaged
19245,
25256,Changed Mind
56797,Changed Mind
45759,Late Delivery
89867,
56189,Late Delivery
1626,Damaged
15779,Changed Mind
22149,Changed Mind
28130,Changed Mind
137799,Changed Mind
74639,Wrong Item
17273,Changed Mind
47203,Late Delivery
41426,Late Delivery
15846,Wrong Item
4454,
82523,
137058,
36953,Damaged
5721,Changed Mind
15675,Late Delivery
74096,Damaged
21811,Late Delivery
63892,Damaged
39012,Wrong Item
57575,Damaged
40884,Damaged
80825,Damaged
44798,Wrong Item
91584,Wrong Item
147145,Late Delivery
110782,
89728,Wrong Item
82093,Changed Mind
140964,Changed Mind
118686,Changed Mind
21702,Wrong Item
148487,Late Delivery
99023,Changed Mind
34943,Wrong Item
74349,Damaged
14216,
103706,Damaged
72570,Wrong Item
107059,Damaged
63605,Wrong Item
51232,Wrong Item
110270,Wrong Item
41286,Damaged
4438,Changed Mind
40565,Late Delivery
99852,Wrong Item
34958,Changed Mind
112963,Damaged
22842,Changed Mind
9810,Damaged
144758,Wrong Item
72256,Late Delivery
128851,Changed Mind
91558,
137665,Damaged
22955,Changed Mind
1214,
64165,Changed Mind
122891,Wrong Item
83257,
75529,Late Delivery
129220,
77547,Damaged
71336,Late Delivery
71158,
102699,Late Delivery
7990,
8747,Changed Mind
85237,Changed Mind
109512,Late Delivery
17676,Damaged
60488,Changed Mind
105165,Damaged
134164,
120643,Changed Mind
31280,Wrong Item
148438,Wrong Item
140747,Damaged
22421,
111365,Wrong Item
66629,Damaged
1154,Changed Mind
23885,Wrong Item
64557,Wrong Item
120632,Late Delivery
69860,Late Delivery
5711,Late Delivery
105801,
107782,
62165,Wrong Item
116836,Late Delivery
140006,Wrong Item
121334,
41575,Late Delivery
